indic_id,chapter,page,paragraph
GEO6_10_11,10,7,"Therefore, an INDICATOR-based assessment must have a transparent underlying theory on how policies would impact on the selected INDICATOR and what other factors may also have an influence. Figure 10.2 shows the underlying rationale for developing the theory on the relationship between policies and relevant INDICATORs."
GEO6_10_12,10,7,Figure 10.2: Approach of assessing policy effectiveness from the bottom-up The analysis of data for the selected INDICATORs has multiple objectives: To analyse progress on achieving internationally agreed v goals since GEO-5 (including the SDGs); To identify countries or groups of countries that v demonstrate – with their policy approaches and implementation experience – a high level of effectiveness; and To quantify policy impacts and thus identify where further v action may be needed.
GEO6_10_13,10,7,The selection of INDICATORs is based on the following rationale: There is a causal relationship determining the variation
GEO6_10_14,10,7,"v of the INDICATOR to policy instrument (preferably, different types of policy instruments) and their implementation can be demonstrated; The INDICATOR has a relationship to a multilateral v environmental agreement (MEA) and/or SDGs to guarantee the alignment of the analysis with the future global agenda; Data need to be available (at least at country level, and v possibly at global scale, and also in a time series); The INDICATOR should be relevant for the thematic area, i.e. v it would provide insights into the state of the environment for the respective thematic area; the INDICATOR should ideally consider the policy responses discussed in Part A of this report."
GEO6_10_15,10,7,"For each INDICATOR, the following aspects are considered, based on peer-reviewed literature."
GEO6_10_16,10,7,1. Scope and measurement: the INDICATOR should provide insight into the state of the environment for the respective thematic area. The argument behind selecting each INDICATOR in a thematic area is made transparent.
GEO6_10_17,10,7,"2. Policy relevance: the causal relationship between policy measures and instruments and the INDICATOR is specified. Not all INDICATORs are policy sensitive but the following questions can be asked of the INDICATORs. Through which mechanisms would policies impact on the INDICATOR? What triggers (e.g. prices, command and control, persuasion) are used by policy instruments that would impact on the respective INDICATOR? Which actors change their behaviour as a result of these policies and how does this impact on the INDICATOR? How does this INDICATOR relate to the state of the environment (ideally at the country level)? What processes are triggered by changes in the INDICATOR and what are the impacts on the environment?"
GEO6_10_18,10,7,"3. Causal relations/causal chain(s): policy-sensitive INDICATORs are those for which a causal relationship to policies and their implementation can be demonstrated. While attribution of causality is challenging, INDICATORs can be selected for their responsiveness to policies as compared to other intervening factors such as sociodemographic factors, infrastructures, natural conditions and culture. Is there any evidence showing that INDICATORs can be associated with these causal output-outcome-impact chains? ‘Outputs’ and ‘outcomes’ are processes that are triggered by the policy and ‘impacts’ are the ultimate effects of a policy. Initial impact may again trigger other"
GEO6_10_19,10,8,"4. The analysis must consider other factors impacting on the INDICATOR. Is there any evidence showing that other factors not directly or immediately affected by policies (natural conditions, infrastructure, cultural, natural disasters) have demonstrated any impact on the INDICATOR? Are there uncertainties on causal relationships that affect the INDICATOR?"
GEO6_10_20,10,8,"5. Graphic representation and visualization: for each INDICATOR, data are presented on progress towards achieving the relevant international goals as well as the development of each INDICATOR at the country level (cross-longitudinal and cross-sectional analysis). Are there outstanding countries in terms of best performer or poor performer? Based on the previous steps a critical reflection should be undertaken: Is it possible to attribute this to policies and other factors? What are the uncertainties?"
GEO6_10_21,10,8,"6. Possible alternative INDICATORs: in case there are suggestions in the literature for other INDICATORs to measure policy effectiveness for the given thematic area, these are discussed. Is the suitability or relevance of the INDICATOR disputed? Are there other, alternative INDICATORs proposed to measure policy effectiveness? Why were these not considered in the analysis? The INDICATOR-based assessment of policy-sensitive INDICATORs described above does not aim for comprehensiveness: it is certainly not possible to cover all INDICATORs and all aspects for all the thematic areas and cross-cutting issues. This very partial coverage is acknowledged, and further efforts are needed in future GEOs to improve the coverage. 10.8 Content of Part B"
GEO6_10_22,10,8,"The remainder of Part B reflects these top-down and bottom-up approaches, with Chapter 11, based on literature, focusing on issues of policy design, spatial and temporal policy diffusion and evolution, and the effectiveness of international and multi-level governance. Chapters 12-17 cover the key policy approaches mentioned in Part A of the report, under the ‘responses’ section of the DPSIR framework. For each of these key policy approaches, a case study is used to exemplify the application of the policy approach in a specific context. Policy-sensitive INDICATORs for each thematic area and cross- cutting issue are also included in these six chapters. Chapter 18 draws conclusions and key messages for Part B and provides guidance for policymakers and the link to Part C of the report."
GEO6_11_1,11,6,"In the past, attempts to measure policy effectiveness assumed there was a one-to-one correlation between an environmental policy and its outcomes (Weber, Driessen and Runhaar 2013). In some cases, this may be warranted, such as a government command and control policy to remove lead from petrol or from paint (see the subsequent discussion of policy-sensitive INDICATORs). However, in most of the case studies in Chapters 12-17, attributing environmental outcomes to specific policies is shown to be challenging. Counterfactual scenarios (i.e. without policy) cannot be implemented experimentally, for practical and ethical reasons among others, as it is not justifiable to expose one group to a policy against a harmful pollutant and not others (Niles and Lubell 2012)."
GEO6_11_2,11,6,"As INDICated in Chapter 10, within the environmental domain a key lesson learned is to carefully craft a mix of policies that are well aligned with the overall policy objective (OECD, IEA, Nuclear Energy Agency [NEA] and International Transport Forum efficiency policies"
GEO6_11_3,11,11,"Environmental policies can also have a positive impact on employment, particularly in the context of economic activities integrating the environmental dimension; these include renewable energy, construction, transport, agriculture, forestry and recycling and waste management (UNEP 2011; OECD 2017). Renewable energy is a critical source of employment growth; in 2016, it was estimated that this sector was responsible for 8.1 million jobs globally. Projections INDICate that this figure may reach up to 20 million jobs by 2030: 2.1 million jobs in wind energy production, 6.3 million in solar photovoltaics and 12 million in biofuels-related agriculture and industry (OECD 2017). Other sectors, such as agriculture, buildings, forestry and transport are predicted to see job growth"
GEO6_11_4,11,13,"v and Green Development, recently amended to Ministry of Environment and Tourism. The Ministry chairs a coordination committee for green development. Sri Lanka placed responsibility for the SDGs under the v Office of the President, who chairs the National Council on Sustainable Development. Afghanistan has an existing High Council of Ministers v which now supervises the nationalization of the SDGs and allocation of budgets against the targets and INDICATORs. Costa Rica established a High-level SDG Council, jointly v chaired by the President and three key ministers. Nigeria established a Presidential Committee on the SDGs v and created the post of Senior Special Assistant to the President on the SDGs. Bangladesh formed an inter-ministerial SDG monitoring v and implementation committee, involving 21 ministries. Belarus has a National Coordinator for the Achievement v of the SDGs, chairing the National Council for Sustainable Development, comprising 30 agencies. Botswana has a National Steering Committee that includes v the United Nations and all stakeholder groups. The Czech Republic has a Government Council for v Sustainable Development, which includes nine thematic committees. Japan established the SDG Promotion Headquarters as v a cabinet-level body headed by the Prime Minister. Denmark has an inter-ministerial SDG working group v coordinated by the Ministry of Finance."
GEO6_12_1,12,11,"Overall the clean cookstove market in Kenya shows promise, but there is a strong need for policy intervention in rural areas to scale up the adoption and use of cookstoves. Human health could be better integrated within this policy in the future by clearly delineating the health INDICATORs of local and global significance that need to be monitored periodically to effectively track progress in health benefits spatially and temporally."
GEO6_12_2,12,11,"Other examples of providing information to guide behaviour are labelling and branding. In this context, labelling refers to providing information on a product about its environmental impacts, such as its relative emissions or energy consumption, to inform consumers’ choices. Such labels may be required by government regulations (e.g. emissions and fuel economy estimates are required on the labels for new cars in the United States) or may be voluntarily provided by the manufacturer. Branding, in this context, involves associating a logo or symbol with a product or service that INDICates to consumers that the product or service has met some set criteria for environmental performance (e.g. Energy Star). Such brands have been established by governments, industry associations or public advocacy groups as voluntary programmes, and often involve independent testing."
GEO6_12_3,12,12,"Table 12.5: Summary of assessment criteria: AirNow, real-time Data for the United States is provided to the public and the media using the Air Quality INDEX (AQI), a colour-coded and numerical scale based on the US National Ambient Air Quality Standards. An applications programming interface (API) has opened the data system to smart phone applications, which have proliferated. AirNow-International has increased its scope geographically, and the US Department of State has begun providing air quality observations from selected US embassies and consulates around the world."
GEO6_12_4,12,13,"It is difficult to evaluate the impact of international agreements. Compliance with legal commitments can be evaluated, but it is not always clear that emission decreases that occur are a result of an international agreement or if they would have occurred in the absence of the agreement. Furthermore, perfect compliance may be an INDICation of unambitious targets that require little more than business as usual efforts."
GEO6_12_5,12,15,"Activities under the Agreement can also support other cooperation in the region, not least the coordination of monitoring networks, such as through the Asia Pacific Clean Air Partnership (APCAP). APCAP brings together the ASEAN Haze Agreement, the Malé Declaration, the East Asia Network for Acid Deposition and the Atmospheric Brown Cloud initiatives. 12.3 INDICATORs"
GEO6_12_6,12,15,"As discussed in Chapter 5, atmospheric change (including air pollution, climate change, stratospheric ozone depletion and PBT pollution) is directly or indirectly related to each of the SDGs (see Figure 5.2). These issues are also addressed by a collection of global and regional MEAs, as well as policies at the national, provincial and municipal level. To evaluate the effectiveness or sufficiency of any given policy or suite of policies, it is useful to have measurable INDICATORs. Ideally, such INDICATORs should be sensitive to the policy changes of interest but not confounded by other influences. However, the INDICATOR should also be relatable to impacts of the policy change that society values. These two objectives point to either end of the DPSIR framework (Figure 1.2) used in the preceding chapters, suggesting that selecting one best INDICATOR is often a compromise. The compromise might be different if the intent is to evaluate the effectiveness of a specific policy (such as in the case studies above) versus the sufficiency of a suite of policies (including policies at different geographical scales)."
GEO6_12_7,12,15,"This section describes three INDICATORs of atmospheric change that are intended to track progress towards the SDGs and compare the sufficiency of existing policies at the national scale. The INDICATORs chosen focus on air pollution, stratospheric ozone depletion and climate change. The data available for emissions and concentrations of PBTs are not sufficient for evaluating the effectiveness of policies globally or at the national level."
GEO6_12_8,12,16,12.3.1 INDICATOR 1: Population-weighted annual mean concentration
GEO6_12_9,12,16,"Exposure to PM concentrations leads to a variety of human health impacts, including premature mortality. Weighting the average concentration by population distribution creates an INDICATOR that is focused on the concentrations to which people are exposed. Emissions of PM and its precursors come from a wide variety of anthropogenic sources, including electricity generation, transportation, residential combustion, industrial processes and agricultural burning. These sources can be managed using a wide variety of policy approaches. of PM concentration of PM in 2016 Other factors PM concentrations are also affected by weather, wildfires, windblown dust and volcanoes. Weather is subject to significant inter-annual variability, decadal cycles and long- term trends. The contributions of wildfires, windblown dust and volcanoes also vary from year to year. These influences must be accounted for when attributing observed trends to the impact of control policies."
GEO6_12_10,12,16,"Possible alternatives PM concentrations are well-accepted metrics for air pollution. WHO has established a guideline value and interim targets for maximum annual average PM concentrations. Under the SDGs, the population-weighted annual mean level of PM or PM was selected as an INDICATOR of progress towards sustainable cities. Weighting concentrations by the population exposed focuses the metric on the overall impact on the population. However, a population weighted average may mask the number of people exposed to the most extreme air pollution levels. Thus, absolute concentrations provide another alternative metric."
GEO6_12_11,12,16,"Direct emissions of PM and its gaseous precursors (including SO , NO and NH ) are alternative INDICATORs. Emissions are more directly affected by policy changes, but more distantly related to health impacts. For many sources, measurement of emissions is impractical, and estimates are highly uncertain."
GEO6_12_12,12,17,12.3.2 INDICATOR 2: Emissions of ozone-depleting substances
GEO6_12_13,12,18,12.3.3 INDICATOR 3: Anthropogenic emissions of long-lived greenhouse
GEO6_12_14,12,18,"Policy relevance/causal chain Long-term climate change is primarily driven by emissions of GHGs, including CO , methane (CH ), nitrous oxide (N O) and fluorinated gases. The contribution of each of these pollutants to climate change can be compared in terms of CO equivalents using the Global Warming Potential (GWP) INDEX, which accounts for the pollutants’ different atmospheric lifetimes. GWPs are calculated for a specific time-horizon, with 100 years being the most common for comparing the impact of long-lived GHGs."
GEO6_12_15,12,18,"Anthropogenic emissions of GHGs come from a wide range of sources but are primarily associated with the production and consumption of energy, land-use change and deforestation. Different types of policies can directly or indirectly affect energy production and consumption behaviours and technologies and thus the generation of GHG emissions. Anthropogenic emissions are quantified and reported at the national level to the UNFCCC and provide an aggregate INDICATOR of the effectiveness of policies. Annual emissions data from 1990 to the present are available from the UNFCCC for industrialized countries or economies in transition (called Annex I Parties under the Convention). Under the Paris Agreement, all countries are required to submit emissions inventories every two years. Other factors In addition to policies, anthropogenic GHG emissions are also affected by economic, social and technological trends. GHG emissions are also generated by natural sources. Both natural and anthropogenic sources are affected by natural meteorological and climate variability. gases (CO equivalents) including land-use change and forestry sources and sinks The relationship between GHG emissions, radiative forcing, changes in climate and climate variability and downstream impacts on human health, ecosystems and infrastructure can be estimated using Earth system models that must account for a significant number of processes and feedbacks."
GEO6_12_16,12,18,"Emissions of short-lived climate pollutants (such as black carbon and hydrofluorocarbons) could be included in the aggregation, and other INDICES (such as a Global Temperature Potential (GTP) or a GWP over a 20-year horizon) could be used to weight the contribution of different pollutants."
GEO6_13_1,13,4,"INDICATORs (bottom up): The case studies are followed by a review of three policy-relevant INDICATORs (see Section 10.7), which map the progress towards internationally agreed goals and targets, complementing the policy and governance approaches above. 13.2 Key policies and governance approaches"
GEO6_13_2,13,5,"The organic expansion of alternative approaches is a positive INDICation of their effectiveness. Some management tools used with the LMMA approach, such as periodically harvested Figure 13.2: Inshore fishing is an important source of food in Fiji, and many of these inshore areas are under traditional tenure by local communities closures, are not consistently effective for fish biomass and biodiversity outcomes (Jupiter et al. 2017). While the approach has spatially expanded dramatically in the absence of any alternative and is currently heavily relied on to achieve conservation and fisheries management outcomes in Fiji, there is no unequivocal evidence at present that it has been completely effective in terms of site-based biological outcomes. The approach has transformative potential, through promoting benefits based on a long-established community system strengthened by coherent resource management approaches."
GEO6_13_3,13,11,"Figure 13.4: Usage of the terms containing ‘biodiversity’, ‘econo’ and ‘ecosystem services’ over time in Australian Government environment portfolio media releases (n= 3,553). Error bars INDICate 95 per cent confidence intervals based on the ecosystem services framing subsample (n = 516) releases of"
GEO6_13_4,13,14,"Engaging communities in effective land use and management of natural ecosystems in urban areas can be beneficial to both residents and biodiversity and promote inclusive city governance. The involvement of different stakeholders at different scales and partnerships between experts from various disciplines (e.g. ecologists, urban designers, landscape architects) is also considered important for biodiversity conservation (Felson and Pickett 2005; Colding 2007). Progress is measurable: for example, the City Biodiversity INDEX, which “provides a monitoring tool to assist local authorities to evaluate their progress in urban biodiversity conservation, which can be further included in national reports” (CBD 2014). Various institutional arrangements and approaches take into account the importance of biodiversity in green areas. For example, in Italy health and well-being aspects (Carrus et al. 2015), in Brazil restoring Atlantic Forest in urban areas through municipal plans (Sansevero et al. 2017), and in Finland preservation of ecosystem services (Niemelä et al. 2010) are considered. Mainstreaming biodiversity requires the integration of biodiversity and environmental components and norms into sectoral policies, enabling stakeholders’ involvement. Within the DPSIR framework (Section 1.6), mainstreaming is a response made by a group of actors to address pressures and drivers such as habitat loss and fragmentation and human population pressure (Section 2.2). The Edmonton Natural Area System Policy shows how to engage local actors to mainstream biodiversity into the urban environment."
GEO6_13_5,13,14,"Systems Policy with a clear goal to “conserve, protect, and restore Edmonton’s biodiversity, and to balance ecological and environmental considerations with economic and social considerations in its decision-making”. As an outcome of this policy, a strategic plan emerged for the conservation and restoration of Edmonton’s natural systems and the biodiversity they contain (Figure 13.6). Enabling actors and institutional arrangements in local and urban biodiversity conservation has been proven in certain cases to be successful when governments collaborate across different levels to enhance the quality of urban environments for ecological and social benefits. Extensive stakeholder participation on environmental management “may seem very risky, but there is growing evidence that if well designed, these perceived risks may be well worth taking” (Reed 2008). However, fiscal and budget prioritization remain serious challenges for the public administration. The Edmonton case study illustrates a successful implementation of the Protected Areas System Policy, securing 110ha/year of priority natural areas. Although Edmonton’s Ecological Footprint has decreased, it is still 7.45ha per capita, far above the global average of 2.71ha per capita, and 4.5ha per capita higher than the sustainability INDICATOR of global capacity; this is largely driven by consumption of resources"
GEO6_13_6,13,16,13.3 INDICATORs: Biodiversity policy
GEO6_13_7,13,16,"Policy-sensitive INDICATORs provide an interesting way to understand policy implementation (see Chapter 10). Both IPBES and CBD have produced global assessments using a wide variety of INDICATORs; for example, Global Biodiversity Outlook-4 used 55 biodiversity INDICATORs (SCBD 2014; Tittensor et al. 2014). For the purposes of the sixth Global Environment Outlook (GEO-6), three global INDICATORs were"
GEO6_13_8,13,16,"Table 13.7: Policy-sensitive INDICATORs selected based on their linkages with the SDGs, national disaggregation and continuity with previous GEOs (see Table 13.7)."
GEO6_13_9,13,16,"Currently, there is a lack of INDICATORs which can adequately capture the links between biodiversity and human health, though ways to improve biodiversity health INDICATORs have been described previously (Huynen, Martens and De Groot 2004; Hough 2014; Sandifer, Sutton-Grier and Ward 2015)."
GEO6_13_10,13,17,"13.3.1 INDICATOR 1: Proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien species (SDG INDICATOR 15.8.1) Invasive alien species (IAS) may threaten local biodiversity through direct and indirect competition, predation and habitat degradation, and as disease agents and vectors (Pejchar and Mooney 2009; Strayer 2010). They are considered the second greatest threat to biodiversity after land-use change and habitat loss (Section 6.4.2) (Wilcove et al. 1998; Bellard, Cassey and Blackburn 2016). This INDICATOR evaluates the “trends in policy responses, legislation and management plans to control and prevent spread of invasive alien species” (species that have been introduced to an area and have spread beyond the area of introduction) and the “proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien species” (see methodology in Biodiversity INDICATORs Partnership 2018a) (Figure 13.7 and Figure 13.8). Policy relevance This INDICATOR directly tracks progress towards global multilateral environmental agreements, and in particular Target 9 of the Aichi Biodiversity Targets. It is also relevant to Aichi Targets 5, 11, 12 and 17 and Goal 15 (Target 15.8) of the SDGs (‘Life on Land’) (UNEP 2015). Figure 13.8: Percentage of countries whose institutions (a positive result is given by a Yes and is included in the 79) of 70 (out countries of"
GEO6_13_11,13,18,"Causal relations A s more multilateral international agreements relevant to IAS are introduced (such as the Cartagena Protocol, the International Plant Protection Convention and the Agreement on Sanitary and Phytosanitary Measures of the World Trade Organization), the level of national commitment to related policies increases. This, in turn, reflects a greater global commitment to controlling IAS (Biodiversity INDICATORs Partnership 2018a). Those countries that are party to the CBD have agreed to Aichi Target 17, and policies related to the control of IAS should be addressed in their NBSAPs. This is an example of an international policy trigger and a top-down approach leading to the creation of national IAS regulations. A bottom-up causal relation (the creation of an IAS policy due to an increase in IAS within a country) is more difficult to demonstrate. Within national IAS-relevant policies, governments may use several policy instruments to reduce IAS. These responses can be quite varied and specific. The WfW programme in South Africa (Section 13.2.3) uses PES to encourage the removal of IAS from waterways by giving monetary incentives to local communities (Buch and Dixon 2009). Other nations may use CCPs, such as the United Kingdom of Great Britain and Northern Ireland plant health policy that imposes strict regulations on and certifications for the import and moving of certain plants, seeds, organic matter and plant products to prevent the introduction and spread of harmful plant pathogens (UK Department for Environmental and Rural Affairs 2014), as well as Australia’s well-developed strategic plan (Australia, Invasive Species Council 2015). In addition, island nations may have stronger IAS policies, reflecting a higher presence of endemic species, and ports can be subjected to stronger regulation, such as the recent international Ships Ballast Water and Sediments policy (International Maritime Organization 2017). Other international and national policies may influence this INDICATOR, especially trade policies. As globalization progresses and international commerce creates new trade routes and markets, new opportunities are created for alien species to establish themselves in new areas (Meyerson and Mooney 2007; Seebens et al. 2015). A direct positive link has been shown between the degree of international trade by a nation and the number of IAS (Westphal et al. 2008; Hulme 2009; Liebhold et al. 2012; Brockerhoff et al. 2014)."
GEO6_13_12,13,18,13.3.2 INDICATOR 2: Red List INDEX (impacts of utilization)
GEO6_13_13,13,18,"Humans depend on biodiversity and the use of wildlife in a range of different ways (e.g. hunting, trapping and collecting wild birds for food, sport or feathers). The Red List INDEX (RLI) (impacts of utilization) shows trends in the status of mammals, amphibians and birds driven by two factors: the negative impacts of utilization (i.e. the use of wildlife leading to a decrease in status) or the positive impacts of measures Figure 13.9: The Red List INDEX (RLI) for 1980–2017 for mammals, birds and amphibians, showing the trends driven only by utilization (by only including utilized species) RLI"
GEO6_13_14,13,18,"towards sustainability) (Biodiversity INDICATORs Partnership 2018b, see Section 6.5.2). Figure 13.9 shows the RLI (impacts of utilization) for birds, mammals and amphibians from 1980 to 2017."
GEO6_13_15,13,18,"Scope and measurement The INDICATOR is determined from species-level data which may be analysed on several scales (country, region and/or global). The IUCN Red List assigns species to seven categories of relative extinction risk (Extinct to Least Concern, or ‘Data Deficient’ for poorly known species). This is done using quantitative criteria for species based on population size, area of distribution and rate of decline (Bubb et al. 2009). In the 2012 update, the IUCN Red List included assessments for 63,837 species, of which 19,817 were threatened with extinction (SCBD and IUCN 2018). An RLI of 1 means all species in that group are categorized as Least Concern, while an RLI of 0 means that all species in the group are Extinct (Bubb et al. 2009). Currently, an RLI can be calculated for birds, mammals, amphibians, corals and gymnosperms. To assess taxonomic groups that are poorly known and/or have a very large number of species, a sampling approach was developed in which 1,500 species are randomly chosen and assumed to represent the larger group (Baillie et al. 2008)."
GEO6_13_16,13,19,"2006; Almond et al. 2013). The resulting trend can be used to INDICate the degree to which consumption is sustainable and the impact of natural resource use is within safe ecological limits. A declining trend INDICates that current utilization is unsustainable (negative impact of utilization), while an upward trend means that human use of this group of species is sustainable (positive impact of utilization through measures to control or manage sustainably) (Birdlife International 2012). Policy relevance The RLI (impacts of utilization) is directly related to Target 4 of the Aichi Biodiversity Targets. It is also directly related to several targets within SDGs 8, 12, 14 and 15 (Biodiversity INDICATORs Partnership 2018b; UNEP 2015)."
GEO6_13_17,13,19,"Causal relations Policies that limit the utilization or promote sustainable management of species have the potential to directly impact this INDICATOR, though there is little to no published literature demonstrating policy effectiveness. The lack of evidence for policy impact may be partly because the average time for species status to improve by one Red List category is 16 years (Young et al. 2014). However, this INDICATOR should be sensitive to economic changes or policies that increase or decrease the price of a species-derived product. For example, a higher market price creates an incentive for greater use of a species by the manufacturer or hunter and, therefore, can put that group of species at greater risk of extinction, reflected in a lower RLI (Ayling 2013). It has been shown that CCPs, such as CITES international trade bans and regulations on poaching products from endangered species, can fail when there are strong economic incentives to continue poaching (Rivalan et al. 2007; Conrad 2012). Policies that instead focus on incentivizing and building capacity within communities to sustainably manage wildlife (e.g. as showcased in the Project Predator case study, Section 13.2.2) can decrease the long-term use of and demand for species (Challender and MacMillan 2014), effectively increasing the RLI (impact of utilization). Similarly, modelling has shown that more effective management of protected areas (i.e. design of protected areas, adequacy and appropriateness of management, delivery of objectives; SCBD 2018c) can have a greater positive impact on the RLI than only expanding protected areas (Costelloe et al. 2016)."
GEO6_13_18,13,19,13.3.3 INDICATOR 3: Ecological footprint
