indicator_orig,indicator_harmonized,indic_id,var_indic,ILK
 Policies to secure that mortalities and significant indirect adverse impacts on non-target species are accounted for are in place,policies to secure that mortalities and significant indirect adverse impacts on non-target species are accounted for are in place,IPBES_GA_1_52_19,2,NA
  Policies make adequate provisions to minimize impacts of fisheries on threatened species,policies make adequate provisions to minimize impacts of fisheries on threatened species,IPBES_GA_1_52_19,2,NA
 Coverage of fisheries with management measures to reduce bycatch and discards,coverage of fisheries with management measures to reduce bycatch and discards,IPBES_GA_1_52_19,2,NA
  Proportion of predatory fish,proportion of predatory fish,IPBES_GA_1_52_19,2,NA
 Mean length of fish,mean length of fish,IPBES_GA_1_52_19,2,NA
 BioTime-Local Species Richness,biotime-local species richness,IPBES_GA_1_52_19,2,NA
 Temporal Species Turnover,temporal species turnover,IPBES_GA_1_52_19,2,NA
 Overall Species Abundance,overall species abundance,IPBES_GA_1_52_19,2,NA
 Non declining exploited species,non declining exploited species,IPBES_GA_1_52_19,2,NA
 Number of world natural heritage sites per country per year,number of world natural heritage sites per country per year,IPBES_GA_1_52_19,2,NA
 Nitrogen use balance,nitrogen use balance,IPBES_GA_1_52_19,2,NA
 Areas of agricultural land under convervation agriculture,area of agricultural land under conservation,IPBES_GA_1_52_19,2,NA
  Proportion of agricultural area under productive and sustainable agriculture,proportion of agricultural area under productive and sustainable agriculture,IPBES_GA_1_52_19,2,NA
 Trends in the numbers of invasive alien species introduction events,trends in the numbers of invasive alien species introduction events,IPBES_GA_1_52_19,2,NA
 Trends in invasive alien species vertebrate eradications,trends in invasive alien species vertebrate eradications,IPBES_GA_1_52_19,2,NA
" Protected area coverage of terrestrial, marine and freshwater ecoregions","protected area coverage of terrestrial, marine and freshwater ecoregions",IPBES_GA_1_52_19,2,NA
 Protected Area Representativeness Index,protected area representativeness index,IPBES_GA_1_52_19,2,NA
 Wildlife Picture Index,wildlife picture index,IPBES_GA_1_52_19,2,NA
 Mean Species Abundance,mean species abundance (msa),IPBES_GA_1_52_19,2,NA
 Number of species extinctions,number of species extinctions,IPBES_GA_1_52_19,2,NA
 RAMSAR sites,ramsar sites,IPBES_GA_1_52_19,2,NA
 Better life index,better life index,IPBES_GA_1_52_19,2,NA
 Percentage of population using safely managed drinking water services,percentage of population using safely managed drinking water services,IPBES_GA_1_52_19,2,NA
 Wetland Extent Trend Index,wetland extent trends index,IPBES_GA_1_52_19,2,NA
 Land under cereal production (ha),land under cereal production (ha),IPBES_GA_1_52_19,2,NA
 Global Ecosystem Restoration Index,global ecosystem restoration index,IPBES_GA_1_52_19,2,NA
" Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits","number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",IPBES_GA_1_52_19,2,NA
 Global Index of Linguistic Diversity and language threat level,global linguistic diversity index and language threat level,IPBES_GA_1_52_19,2,NA
 Growth in species occurrence records accessible through GBIF,species occurrence records accessible through the global biodiversity information facility,IPBES_GA_1_52_19,2,NA
  Species represented in the barcode of life data system,species represented in the barcode of life data system,IPBES_GA_1_52_19,2,NA
" Information provided through the financial reporting framework, adopted by decision XII/3 
","information provided through the financial reporting framework, adopted by decision xii/3",IPBES_GA_1_52_19,2,NA
GDP per capita,gross domestic product,IPBES_GA_2_20_26,2,NA
Child mortality,child mortality,IPBES_GA_2_22_28,1,NA
 caloric intake,caloric intake,IPBES_GA_2_22_28,1,NA
 per capita consumption,per capita consumption,IPBES_GA_2_22_28,1,NA
 value of merchandise being exported,value of merchandise being exported,IPBES_GA_2_22_28,1,NA
mortality rate under 5,mortality rate under 5,IPBES_GA_2_24_29,2,NA
 Human development index,human development index (hdi),IPBES_GA_2_24_29,2,NA
 calorie intake,caloric intake,IPBES_GA_2_24_29,2,NA
 GDP per capita,gross domestic product,IPBES_GA_2_24_29,2,NA
 Globalization index,globalization index,IPBES_GA_2_24_29,2,NA
 Domestic material consumption per capita,domestic material consumption,IPBES_GA_2_24_29,2,NA
 merchandise exports,merchandise exports,IPBES_GA_2_24_29,2,NA
 total population,total population,IPBES_GA_2_24_29,2,NA
 proportion of urban population,proportion of urban population,IPBES_GA_2_24_29,2,NA
 International migrant stock,international migrant stock,IPBES_GA_2_24_29,2,NA
 Absence of conflict as indicator of political stability,absence of conflict as indicator of political stability,IPBES_GA_2_24_29,2,NA
 Protection of key biodiversity areas,protection of key biodiversity areas,IPBES_GA_2_24_29,2,NA
human development index,human development index (hdi),IPBES_GA_2_22_30,2,NA
income,income,IPBES_GA_2_25_31,1,NA
 life expectancy at birth,life expectancy,IPBES_GA_2_25_31,1,NA
 average number of years of schooling,average number of years of schooling,IPBES_GA_2_25_31,1,NA
World happiness index,world happiness index,IPBES_GA_2_25_34,2,NA
 Social progress index,social progress index,IPBES_GA_2_25_34,2,NA
 Environmental performance index,environmental performance index,IPBES_GA_2_25_34,2,NA
 Environmental Component of the Social Sustainability INDEX,environmental component of the social sustainability index,IPBES_GA_2_25_34,2,NA
index of linguistic diversity,linguistic diversity index,IPBES_GA_2_41_36,1,NA
Fertilizer use,fertilizer use,IPBES_GA_2_83_42,2,NA
 Land use change,land use change,IPBES_GA_2_83_42,2,NA
 Extraction of living biomass,extraction of living biomass,IPBES_GA_2_83_42,2,NA
 Extraction of non-living materials,extraction of non-living materials,IPBES_GA_2_83_42,2,NA
 Greenhouse gas emissions,greenhouse gas emissions,IPBES_GA_2_83_42,2,NA
 Air pollution,air pollution,IPBES_GA_2_83_42,2,NA
 Alien species richness,alien species richness,IPBES_GA_2_83_42,2,NA
Access to improved sanitation facilities,access to improved sanitation facilities,IPBES_GA_2_109_44,2,NA
Water quality index (WATQI),water quality index (watqi),IPBES_GA_2_110_45,2,NA
Biodiversity Intactness index,biodiversity intactness index,IPBES_GA_2_117_46,2,NA
Total land footprint,total land footprint,IPBES_GA_2_118_47,2,NA
 percentage of abroad land use footprint,percentage of abroad land use footprint,IPBES_GA_2_118_47,2,NA
 percentage of agricultural and urban areas,percentage of agricultural and urban areas,IPBES_GA_2_118_47,2,NA
 Extraction of non-human materials,extraction of non-human materials,IPBES_GA_2_118_47,2,NA
 Total GHG emissions,total greenhouse gas emissions per year,IPBES_GA_2_118_47,2,NA
 Alien species,alien species,IPBES_GA_2_118_47,2,NA
Biomass of prey fish,biomass of prey fish,IPBES_GA_2.2_1_50,1,NA
 Terrestrial vegetation biomass,terrestrial vegetation biomass,IPBES_GA_2.2_1_50,1,NA
 extent of forests,extent of forests,IPBES_GA_2.2_1_50,1,NA
 area of tree cover,tree cover,IPBES_GA_2.2_1_50,1,NA
 total extinction risk,extinction risk,IPBES_GA_2.2_1_50,1,NA
time needed to harvest resources,time needed to harvest resources,IPBES_GA_2.2_5_55,1,1
 distance travelled to harvest resources,distance travelled to harvest resources,IPBES_GA_2.2_5_55,1,1
 culturally salient species,culturally salient species,IPBES_GA_2.2_5_55,1,1
 native newcomer species arrive,native newcomer species arrive,IPBES_GA_2.2_5_55,1,1
 new pests and invasive alien species colonize,new pests and invasive alien species colonize,IPBES_GA_2.2_5_55,1,1
 forests and grazing lands loss,forests and grazing lands loss,IPBES_GA_2.2_5_55,1,1
 remnant ecosystems degrade,remnant ecosystems degrade,IPBES_GA_2.2_5_55,1,1
 health condition and body size of wild animals decrease,health condition and body size of wild animals decrease,IPBES_GA_2.2_5_55,1,1
tropical forest-monocrop conversions,tropical forest-monocrop conversions,IPBES_GA_2.2_6_56,1,1
 expansion of settlements,expansion of settlements,IPBES_GA_2.2_6_56,1,1
 discontinued traditional land-management practices,discontinued traditional land-management practices,IPBES_GA_2.2_6_56,1,1
 droughts,droughts,IPBES_GA_2.2_6_56,1,1
 increasingly unpredictable annual distribution of rainfall,increasingly unpredictable annual distribution of rainfall,IPBES_GA_2.2_6_56,1,1
 arrival of new native and alien species,arrival of new native and alien species,IPBES_GA_2.2_6_56,1,1
 changing range of wild species,changing range of wild species,IPBES_GA_2.2_6_56,1,1
 floods,floods,IPBES_GA_2.2_6_56,1,1
 overexploitation of resources by outsiders and locals,overexploitation of resources by outsiders and locals,IPBES_GA_2.2_6_56,1,1
Total richness of endemic species,total richness of endemic species,IPBES_GA_2.2_21_61,2,NA
 range-size rarity,range-size rarity,IPBES_GA_2.2_21_61,2,NA
 endemism richness,endemism richness,IPBES_GA_2.2_21_61,2,NA
 weighted endemisms,weighted endemisms,IPBES_GA_2.2_21_61,2,NA
Soil organic carbon,soil organic carbon,IPBES_GA_2.2_37_70,2,NA
 Fraction of ocean not fished per year,fraction of ocean not fished per year,IPBES_GA_2.2_37_70,2,NA
 Extent of marine wilderness,extent of marine wilderness,IPBES_GA_2.2_37_70,2,NA
 Leaf area index,leaf area index (lai),IPBES_GA_2.2_37_70,2,NA
 Tree cover,tree cover,IPBES_GA_2.2_37_70,2,NA
 Vegetation biomass,vegetation biomass,IPBES_GA_2.2_37_70,2,NA
 Permanent surface water extent,permanent surface water extent,IPBES_GA_2.2_37_70,2,NA
 Aboveground biomass,above-ground biomass,IPBES_GA_2.2_37_70,2,NA
 BHI (overall habitat integrity),biodiversity habitat index,IPBES_GA_2.2_37_70,2,NA
 Land not cultivated or urban (indigenous Lands),land not cultivated or urban (indigenous lands),IPBES_GA_2.2_37_70,2,NA
 Land not cultivated or urban (Hotspots),land not cultivated or urban (hotspots),IPBES_GA_2.2_37_70,2,NA
 Land not cultivated or urban (global),land not cultivated or urban,IPBES_GA_2.2_37_70,2,NA
 Natural habitat extent,extent of suitable habitat,IPBES_GA_2.2_37_70,2,NA
 Extent of forests,extent of forests,IPBES_GA_2.2_37_70,2,NA
 Mangrove forest area,mangrove forest area,IPBES_GA_2.2_37_70,2,NA
 Remaining primary vegetation (Indigenous Lands),remaining primary vegetation (indigenous lands),IPBES_GA_2.2_37_70,2,NA
 Coastal protection habitats,coastal protection habitats,IPBES_GA_2.2_37_70,2,NA
 Percentage live coral cover,live coral cover,IPBES_GA_2.2_37_70,2,NA
 remaining primary vegetations,remaining primary vegetation,IPBES_GA_2.2_37_70,2,NA
 Extent of terrestrial wilderness,extent of terrestrial wilderness,IPBES_GA_2.2_37_70,2,NA
 Extent of intact forest landscapes,extent of intact forest landscapes,IPBES_GA_2.2_37_70,2,NA
 Coastal carbon-rich habitat,coastal carbon-rich habitat,IPBES_GA_2.2_37_70,2,NA
 Wetland extent trends index,wetland extent trends index,IPBES_GA_2.2_37_70,2,NA
 Seagrass meadow area,seagrass meadow area,IPBES_GA_2.2_37_70,2,NA
 Mean annual change in aboveground biomass,mean annual change in above-ground biomass,IPBES_GA_2.2_37_70,2,NA
 Biomass turnover rate,biomass turnover rate,IPBES_GA_2.2_37_70,2,NA
 Oceanic carbon sequestration,oceanic carbon sequestration,IPBES_GA_2.2_37_70,2,NA
 Terrestrial C sequestration,terrestrial c sequestration,IPBES_GA_2.2_37_70,2,NA
 Marine NPP,marine net primary production,IPBES_GA_2.2_37_70,2,NA
 Terrestrial NPP,terrestrial net primary production,IPBES_GA_2.2_37_70,2,NA
 NPP remaining in ecosystems,net primary production,IPBES_GA_2.2_37_70,2,NA
 Evapotranspiration,evapotranspiration,IPBES_GA_2.2_37_70,2,NA
 Biological pump efficiency,biological pump efficiency,IPBES_GA_2.2_37_70,2,NA
 Local species richness,local species richness,IPBES_GA_2.2_37_70,2,NA
 Mean Species abundance Index,mean species abundance (msa),IPBES_GA_2.2_37_70,2,NA
 Tropical forest BII (Indigenous Lands),"biodiversity intactness index (tropical forest, indigenous lands)",IPBES_GA_2.2_37_70,2,NA
 Tropical forest BII (overall),biodiversity intactness index (tropical forest),IPBES_GA_2.2_37_70,2,NA
 Tropical forest BII (hotspots),"biodiversity intactness index (tropical forest, hotspots)",IPBES_GA_2.2_37_70,2,NA
 Cumulative number of alien species,cumulative introduced invasive aliens,IPBES_GA_2.2_37_70,2,NA
 Cumulative introduced invasive aliens,cumulative introduced invasive aliens,IPBES_GA_2.2_37_70,2,NA
 Bird species per grid cell,bird species per grid cell,IPBES_GA_2.2_37_70,2,NA
 Species richness per grid cell,species richness per grid cell,IPBES_GA_2.2_37_70,2,NA
 Forest-specialist bird species per grid cell,forest-specialist bird species per grid cell,IPBES_GA_2.2_37_70,2,NA
 Functional intactness,functional intactness (madingley),IPBES_GA_2.2_37_70,2,NA
 Global mammal & bird species remaining,global mammal and bird species remaining,IPBES_GA_2.2_37_70,2,NA
 Red List Index,red list index,IPBES_GA_2.2_37_70,2,NA
 Mammalian range size,mammalian range size,IPBES_GA_2.2_37_70,2,NA
 Megafaunal range size,megafaunal range size,IPBES_GA_2.2_37_70,2,NA
 Species Habitat index,species habitat index,IPBES_GA_2.2_37_70,2,NA
 Extent of suitable habitat,extent of suitable habitat,IPBES_GA_2.2_37_70,2,NA
 wild mammal biomass,wild mammal biomass,IPBES_GA_2.2_37_70,2,NA
 prey fish biomass,prey fish biomass,IPBES_GA_2.2_37_70,2,NA
 fish stocks biologically sustainable,proportion of fish stocks within biologically sustainable levels,IPBES_GA_2.2_37_70,2,NA
 Wild Bird Index,wild bird index,IPBES_GA_2.2_37_70,2,NA
 Predatory fish biomass,predatory fish biomass,IPBES_GA_2.2_37_70,2,NA
seagrass meadow area,seagrass meadow area,IPBES_GA_2.2_38_74,2,NA
 mangrove forest area,mangrove forest area,IPBES_GA_2.2_38_74,2,NA
 live coral cover on reefs,live coral cover,IPBES_GA_2.2_38_74,2,NA
 Ocean health index,ocean health index,IPBES_GA_2.2_38_74,2,NA
Biodiversity habitat index,biodiversity habitat index,IPBES_GA_2.2_39_75,2,NA
 Wetland extent trend index,wetland extent trends index,IPBES_GA_2.2_39_75,2,NA
Aboveground biomass,above-ground biomass,IPBES_GA_2.2_39_76,2,NA
Tree cover,tree cover,IPBES_GA_2.2_40_77,2,NA
Extent of forests,extent of forests,IPBES_GA_2.2_40_78,2,NA
Leaf area index,leaf area index (lai),IPBES_GA_2.2_40_79,2,NA
Terrestrial Net Primary Production NPP,terrestrial net primary production,IPBES_GA_2.2_42_82,2,NA
 material NCP,material ncp,IPBES_GA_2.2_42_82,2,NA
BioTime Species richness indicator,biotime species richness indicator,IPBES_GA_2.2_45_85,2,NA
 PREDICTS species-richness INDICATOR,local species richness (predicts),IPBES_GA_2.2_45_85,2,NA
Biodiversity Intactness INDEX,biodiversity intactness index,IPBES_GA_2.2_45_87,2,NA
Biodiversity Intactness Index,biodiversity intactness index,IPBES_GA_2.2_46_88,2,NA
 Mean species abundance,mean species abundance (msa),IPBES_GA_2.2_46_88,2,NA
Species richness per grid cell,species richness per grid cell,IPBES_GA_2.2_47_90,2,NA
 Average functional intactness,functional intactness (madingley),IPBES_GA_2.2_47_90,2,NA
Red List INDEX,red list index,IPBES_GA_2.2_51_92,2,NA
 red list index (internationally traded species),red list index (internationally traded species),IPBES_GA_2.2_51_92,2,NA
 red list index (pollinators),red list index (pollinators),IPBES_GA_2.2_51_92,2,NA
 red list index (species used for food and medicine),red list index (for utilized species),IPBES_GA_2.2_51_92,2,NA
 red list index (wild relatives of farmed and domesticated species),red list index (wild relatives of farmed and domesticated species),IPBES_GA_2.2_51_92,2,NA
Biodiversity Habitat Index,biodiversity habitat index,IPBES_GA_2.2_52_95,2,NA
Marine trophic index,marine trophic index (mti),IPBES_GA_2.2_59_101,2,NA
Human Footprint,human footprint,IPBES_GA_2.2_62_105,2,NA
trends of populations of palatable or unpalatable species,trends of populations of palatable or unpalatable species,IPBES_GA_2.2_63_107,1,1
culturally salient wild species populations,culturally salient species,IPBES_GA_2.2_65_113,1,1
 time needed or distance travelled to harvest resources,distance travelled to harvest resources,IPBES_GA_2.2_65_113,1,1
 native newcomer species,native newcomer species arrive,IPBES_GA_2.2_65_113,1,1
 opening up of forest canopy,opening up of forest canopy,IPBES_GA_2.2_65_113,1,1
" less biomass, more annuals and shrubs on pastures","less biomass, more annuals and shrubs on pastures",IPBES_GA_2.2_65_113,1,1
 proportion of unpalatable plants on rangelands,proportion of unpalatable plants on rangelands,IPBES_GA_2.2_65_113,1,1
 condition and size of wild animals,condition and size of wild animals,IPBES_GA_2.2_65_113,1,1
IUCN red list of threatened species,red list index,IPBES_GA_2.2_70_120,2,NA
 Proportion of fish stocks within sustainable levels,proportion of fish stocks within biologically sustainable levels,IPBES_GA_2.2_70_120,2,NA
 mean length of fish,mean length of fish,IPBES_GA_2.2_70_120,2,NA
 local species richness,local species richness,IPBES_GA_2.2_70_120,2,NA
 NPP,net primary production,IPBES_GA_2.2_70_120,2,NA
 Mangrove forest cover,mangrove forest area,IPBES_GA_2.2_70_120,2,NA
 Percentage of live coral cover,percentage of live coral cover,IPBES_GA_2.2_70_120,2,NA
Adverse changes in woody or shrubby vegetation,adverse changes in woody or shrubby vegetation,IPBES_GA_2.2_81_123,1,NA
 adverse changes of unpalatable species,adverse changes of unpalatable species,IPBES_GA_2.2_81_123,1,NA
Global cover of mangroves,global cover of mangroves,IPBES_GA_2.2_91_124,1,NA
 hallow coral reefs,hallow coral reefs,IPBES_GA_2.2_91_124,1,NA
 live coral cover,live coral cover,IPBES_GA_2.2_91_124,1,NA
 severe global bleaching events,severe global bleaching events,IPBES_GA_2.2_91_124,1,NA
 pollinator diversity,pollinator diversity,IPBES_GA_2.3_2_125,2,NA
Species used for medicine,species used for medicine,IPBES_GA_2.3_22_127,2,1
 Crops and their dietary roles,crops and their dietary roles,IPBES_GA_2.3_22_127,2,1
 Forest and its role in protecting water sources,forest and its role in protecting water sources,IPBES_GA_2.3_22_127,2,1
 behavior of animals with importance as food,behavior of animals with importance as food,IPBES_GA_2.3_22_127,2,1
 changes in crop phenology,changes in crop phenology,IPBES_GA_2.3_22_127,2,1
 development of crop varieties or landraces,development of crop varieties or landraces,IPBES_GA_2.3_22_127,2,1
Visitation to national parks,visitation to national parks,IPBES_GA_2.3_32_132,2,NA
 Visitation to urban green spaces,visitation to urban green spaces,IPBES_GA_2.3_32_132,2,NA
Connection to land,connection to land,IPBES_GA_2.3_36_133,2,1
 Connection to sea,connection to sea,IPBES_GA_2.3_36_133,2,1
" Terrestrial Net Primary Productivity, evapotranspiration",terrestrial net primary production,IPBES_GA_2.3_39_137,2,NA
 Bare area,bare area,IPBES_GA_2.3_39_137,2,NA
 Soil organic carbon,soil organic carbon,IPBES_GA_2.3_39_137,2,NA
 Area of Floodplain Wetlands,area of floodplain wetlands,IPBES_GA_2.3_39_137,2,NA
 Net Primary Productivity in Forests and on Cultivated Land,net primary productivity in forests and on cultivated land,IPBES_GA_2.3_39_137,2,NA
 Cultivated area,cultivated area,IPBES_GA_2.3_39_137,2,NA
 Aboveground biomass in forests,above-ground biomass in forests,IPBES_GA_2.3_39_137,2,NA
 Medicinal Species as a Fraction of Total Vascular Plant Species,medicinal species as a fraction of total vascular plant species,IPBES_GA_2.3_39_137,2,NA
 Geographical Overlay of Linguistic Diversity and Biodiversity,geographical overlay of linguistic diversity and biodiversity,IPBES_GA_2.3_39_137,2,NA
 Rate of land use change,rate of land use change,IPBES_GA_2.3_39_137,2,NA
Population size,population size,IPBES_GA_2.3_40_140,1,1
 Spatial distribution,spatial distribution of species,IPBES_GA_2.3_40_140,1,1
 Animal behavior,animal behavior,IPBES_GA_2.3_40_140,1,1
 Phenology of economically and/or culturally important wild plant and animal species,phenology of economically and/or culturally important wild plant and animal species,IPBES_GA_2.3_40_140,1,1
 catch per unit effort,catch per unit effort,IPBES_GA_2.3_40_140,1,1
 distance travelled to reach a resource,distance travelled to harvest resources,IPBES_GA_2.3_40_140,1,1
 health of the soil,health of the soil,IPBES_GA_2.3_40_140,1,1
 density of preferred and palatable species,density of preferred and palatable species,IPBES_GA_2.3_40_140,1,1
health of the forest,health of the forest,IPBES_GA_2.3_41_142,2,1
 encounter rates with supernatural forest dwelling entities,encounter rates with supernatural forest dwelling entities,IPBES_GA_2.3_41_142,2,1
Water availability,water availability,IPBES_GA_2.3_42_143,2,NA
Water available for people relative to demand,water available for people relative to demand,IPBES_GA_2.3_42_143,2,NA
 Extent of ecosystems that filter or add constituent components to water,extent of ecosystems that filter or add constituent components to water,IPBES_GA_2.3_42_143,2,NA
Reduced concentration of pollutants in water,reduced concentration of pollutants in water,IPBES_GA_2.3_42_143,2,NA
Avoided water treatment costs,avoided water treatment costs,IPBES_GA_2.3_42_143,2,NA
Reduced incidence of water borne disease,reduced incidence of water borne disease,IPBES_GA_2.3_42_143,2,NA
Extent of suitable habitat,extent of suitable habitat,IPBES_GA_2.3_42_143,2,NA
Biodiversity intactness index,biodiversity intactness index,IPBES_GA_2.3_42_143,2,NA
Pollinator diversity,pollinator diversity,IPBES_GA_2.3_42_143,2,NA
Abundance of managed and wild pollinators,abundance of managed and wild pollinators,IPBES_GA_2.3_42_143,2,NA
Health associated with intake of pollinator dependent foods,health associated with intake of pollinator dependent foods,IPBES_GA_2.3_42_143,2,NA
Natural habitat in agriculture,natural habitat in agriculture,IPBES_GA_2.3_42_143,2,NA
 Pollen deposition,pollen deposition,IPBES_GA_2.3_42_143,2,NA
Retention and prevented emissions of air pollutants by ecosystems,retention and prevented emissions of air pollutants by ecosystems,IPBES_GA_2.3_42_143,2,NA
Reduced concentrations of PM2.5,reduced concentrations of pm2.5,IPBES_GA_2.3_42_143,2,NA
Avoided morbidity and premature mortality from air pollution,avoided morbidity and premature mortality from air pollution,IPBES_GA_2.3_42_143,2,NA
Avoided costs from air pollution,avoided costs from air pollution,IPBES_GA_2.3_42_143,2,NA
Prevented emissions and uptake of greenhouse gases by ecosystems,prevented emissions and uptake of greenhouse gases by ecosystems,IPBES_GA_2.3_42_143,2,NA
Reduced concentrations of greenhouse gases in the atmosphere,reduced concentrations of greenhouse gases in the atmosphere,IPBES_GA_2.3_42_143,2,NA
Reduction in climate related costs,reduction in climate related costs,IPBES_GA_2.3_42_143,2,NA
Land and ocean carbon sinks,land and ocean carbon sinks,IPBES_GA_2.3_42_143,2,NA
Reduced ocean acidification,reduced ocean acidification,IPBES_GA_2.3_42_143,2,NA
Seafood availability due to ocean acidification,seafood availability due to ocean acidification,IPBES_GA_2.3_42_143,2,NA
Extent of marine calcification Benefits from coral reefs,extent of marine calcification benefits from coral reefs,IPBES_GA_2.3_42_143,2,NA
Soil quality impact on crop production,soil quality impact on crop production,IPBES_GA_2.3_42_143,2,NA
Ability of ecosystems to absorb and buffer hazards,ability of ecosystems to absorb and buffer hazards,IPBES_GA_2.3_42_143,2,NA
Reduced incidence and severity of hazards,reduced incidence and severity of hazards,IPBES_GA_2.3_42_143,2,NA
Reduced morbidity and premature mortality due to natural hazards,reduced morbidity and premature mortality due to natural hazards,IPBES_GA_2.3_42_143,2,NA
Reduced property loss due to natural hazards,reduced property loss due to natural hazards,IPBES_GA_2.3_42_143,2,NA
Reduced food spoilage,reduced food spoilage,IPBES_GA_2.3_42_143,2,NA
Reduced net farm income loss from pests and diseases,reduced net farm income loss from pests and diseases,IPBES_GA_2.3_42_143,2,NA
